r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p48475,0.0051,-0.0124,-0.0183,-0.0164,-0.0053,-0.0072
p48477,-0.0073,-0.0892,-0.0633,-0.0546,-0.0438,-0.0357
p48479,0.0018,-0.0506,-0.04,-0.0352,-0.0221,-0.0206
p48481,-0.0079,-0.0922,-0.0652,-0.0561,-0.0454,-0.0369
p48483,-0.001,-0.0214,-0.0227,-0.0227,-0.0131,-0.0102
p48485,-0.003,-0.035,-0.0309,-0.0301,-0.0197,-0.015
p48487,-0.0023,-0.0325,-0.0295,-0.0286,-0.0185,-0.0142
p48489,0.0006,-0.0609,-0.0465,-0.0405,-0.0268,-0.0246
p48491,-0.0021,-0.066,-0.0492,-0.043,-0.031,-0.0265
p48493,-0.0016,-0.0654,-0.0491,-0.0424,-0.0301,-0.0263
p48495,0.0056,-0.0109,-0.0175,-0.0157,-0.0045,-0.0067
p48497,0.0003,-0.0373,-0.0321,-0.0303,-0.0184,-0.0156
p48499,0.0072,-0.0364,-0.031,-0.027,-0.0137,-0.0146
p48501,0.0064,-0.0074,-0.0153,-0.0142,-0.0027,-0.0054
p48503,0.0004,-0.0341,-0.0304,-0.0286,-0.0171,-0.0146
p48505,0.0021,-0.0497,-0.0394,-0.0346,-0.0215,-0.0202
p48507,0.0022,-0.0478,-0.0383,-0.0338,-0.0209,-0.0197
p49001,0.0463,0.1074,0.0638,0.058,0.0666,0.0414
p49003,0.0281,0.0178,0.0025,0.0015,0.0244,0.0065
p49005,0.0262,0.0048,-0.0062,-0.0065,0.0187,0.0018
p49007,0.0229,0.0116,-0.0013,-0.0019,0.0185,0.0045
p49009,0.0168,0.0048,-0.005,-0.0052,0.0123,0.002
p49011,0.0297,0.0009,-0.0093,-0.0094,0.0201,0.0002
p49013,0.0238,0.0067,-0.0047,-0.0051,0.0176,0.0026
p49015,0.0237,0.025,0.0078,0.0066,0.0233,0.0096
p49017,0.0327,0.0691,0.0379,0.0343,0.044,0.0265
p49019,0.016,0.0166,0.0026,0.0017,0.0149,0.0063
p49021,0.0506,0.1265,0.077,0.0703,0.0756,0.0491
p49023,0.0323,0.0341,0.0134,0.0117,0.0328,0.0131
p49025,0.0387,0.0954,0.056,0.0509,0.0571,0.0368
p49027,0.0382,0.0695,0.0376,0.0341,0.0486,0.0266
p49029,0.0292,0.001,-0.0093,-0.0093,0.0198,0.0003
p49031,0.0324,0.0587,0.0306,0.0279,0.0403,0.0226
p49033,0.0257,0.0042,-0.0066,-0.0069,0.0182,0.0015
p49035,0.03,0.0001,-0.01,-0.01,0.02,0.0
p49037,0.0225,0.0454,0.0213,0.0191,0.029,0.0167
p49039,0.0281,0.0216,0.0051,0.0041,0.0253,0.0083
p49041,0.0291,0.0403,0.018,0.0161,0.032,0.0156
p49043,0.0272,0.0025,-0.0079,-0.0081,0.0187,0.001
p49045,0.0316,0.0236,0.0062,0.005,0.0289,0.009
p49047,0.0165,0.0082,-0.0029,-0.0033,0.0127,0.0032
p49049,0.0286,0.0048,-0.0065,-0.0066,0.0205,0.0019
p49051,0.0279,0.0036,-0.0073,-0.0074,0.0198,0.0014
p49053,0.057,0.1503,0.0938,0.0855,0.0877,0.059
p49055,0.0262,0.0432,0.02,0.018,0.031,0.0165
p49057,0.0288,0.0018,-0.0085,-0.0088,0.0198,0.0009
p50001,0.0688,0.0973,0.0483,0.0456,0.0763,0.0331
p50003,0.0506,0.159,0.0988,0.0868,0.0893,0.0578
p50005,0.0575,0.1036,0.0557,0.0508,0.0727,0.0363
p50007,0.0785,0.0908,0.0409,0.0405,0.0795,0.0304
p50009,0.0514,0.1069,0.0594,0.0538,0.0707,0.0379
p50011,0.0716,0.094,0.0453,0.0436,0.0769,0.0319
p50013,0.076,0.0923,0.0427,0.0418,0.0788,0.031
p50015,0.0709,0.0942,0.0456,0.0437,0.0765,0.0319
p50017,0.0558,0.1104,0.0612,0.0551,0.0742,0.0389
p50019,0.0603,0.0976,0.0506,0.0469,0.0719,0.0336
p50021,0.0534,0.1167,0.0667,0.0593,0.0749,0.0412
p50023,0.0676,0.0959,0.0476,0.0449,0.0752,0.0328
p50025,0.0484,0.156,0.0971,0.0849,0.0871,0.0569
p50027,0.0515,0.124,0.0725,0.064,0.077,0.0445
p51001,0.0215,0.1225,0.0823,0.0738,0.0583,0.0456
p51003,0.0085,0.0364,0.0204,0.0171,0.0167,0.0099
p51005,0.001,-0.0011,-0.0112,-0.0117,-0.0044,-0.0052
p51007,0.0086,0.0393,0.022,0.019,0.0179,0.0113
p51009,0.0038,0.0123,-0.0008,-0.0018,0.0027,0.0001
p51011,0.0049,0.0183,0.0043,0.003,0.0063,0.0026
p51013,0.01,0.03,0.019,0.015,0.015,0.005
p51015,0.0064,0.028,0.013,0.0108,0.0119,0.0069
p51017,0.0026,0.01,-0.0017,-0.0024,0.0021,-0.0002
p51019,0.0009,-0.0037,-0.0144,-0.0146,-0.0063,-0.0071
p51021,0.0011,-0.0001,-0.009,-0.0081,-0.0023,-0.0036
p51023,0.0004,-0.0065,-0.0166,-0.0169,-0.0077,-0.0083
p51025,0.0083,0.0386,0.0215,0.019,0.0173,0.0114
p51027,0.0032,0.0041,-0.004,-0.0022,0.0028,0.0003
p51029,0.0069,0.0293,0.0141,0.0116,0.0124,0.0073
p51031,0.0029,0.0071,-0.005,-0.0057,-0.0001,-0.0022
p51033,0.0112,0.0483,0.0307,0.0262,0.0233,0.014
p51035,0.0023,-0.0057,-0.0134,-0.0121,-0.0046,-0.0064
p51036,0.011,0.0548,0.0348,0.0304,0.0258,0.0178
p51037,0.0051,0.0188,0.0053,0.0042,0.0068,0.0032
p51041,0.0101,0.0471,0.0288,0.025,0.0221,0.0144
p51043,0.011,0.0465,0.0295,0.0245,0.023,0.0135
p51045,0.0,-0.0063,-0.0165,-0.0165,-0.0078,-0.0078
p51047,0.011,0.0436,0.0276,0.0229,0.0211,0.012
p51049,0.0082,0.036,0.0197,0.0167,0.0162,0.0098
p51051,0.0044,0.0021,-0.005,-0.0034,0.0027,-0.0007
p51053,0.0095,0.0453,0.0269,0.0235,0.0207,0.0139
p51057,0.014,0.0643,0.0423,0.0367,0.0313,0.0208
p51059,0.01,0.031,0.0196,0.0159,0.0155,0.0055
p51061,0.011,0.0416,0.0263,0.0218,0.0205,0.011
p51063,0.001,-0.0073,-0.0167,-0.0161,-0.007,-0.0081
p51065,0.0088,0.0388,0.0222,0.019,0.0177,0.011
p51067,0.0006,-0.0075,-0.0174,-0.0173,-0.0082,-0.0087
p51069,0.0112,0.0496,0.0313,0.0266,0.0244,0.015
p51071,0.001,-0.003,-0.0123,-0.012,-0.0048,-0.0057
p51073,0.0188,0.0968,0.064,0.0568,0.0463,0.0345
p51075,0.0098,0.0433,0.0258,0.0223,0.0202,0.0127
p51077,0.003,-0.0044,-0.0117,-0.0091,-0.0027,-0.0052
p51079,0.0097,0.0407,0.0243,0.0207,0.019,0.0117
p51081,0.0093,0.0443,0.0263,0.0231,0.0201,0.0139
p51083,0.0045,0.0075,-0.0036,-0.0037,0.0015,-0.0014
p51085,0.0108,0.0478,0.03,0.026,0.0227,0.0143
p51087,0.011,0.0498,0.0313,0.0273,0.0235,0.0155
p51089,0.002,-0.005,-0.0147,-0.0138,-0.0055,-0.007
p51091,0.0053,0.024,0.01,0.0082,0.0098,0.006
p51093,0.012,0.0613,0.0393,0.0347,0.0287,0.0206
p51095,0.0125,0.062,0.04,0.0353,0.0293,0.0205
p51097,0.0158,0.0767,0.0503,0.0443,0.037,0.0262
p51099,0.0118,0.0458,0.0295,0.0248,0.0225,0.0125
p51101,0.0128,0.06,0.0392,0.034,0.0288,0.0194
p51103,0.018,0.092,0.0608,0.054,0.0442,0.0322
p51105,0.0076,-0.0027,-0.0093,-0.0067,0.0022,-0.0034
p51107,0.0113,0.043,0.0275,0.0225,0.0214,0.0114
p51109,0.0101,0.0435,0.0267,0.0227,0.0207,0.0125
p51111,0.0071,0.0318,0.0159,0.0139,0.0136,0.0084
p51113,0.0104,0.0444,0.0274,0.0228,0.0212,0.0128
p51115,0.0195,0.1035,0.0685,0.061,0.0495,0.037
p51117,0.0066,0.0208,0.0074,0.0066,0.0088,0.004
p51119,0.018,0.0928,0.0613,0.0543,0.0448,0.0328
p51121,0.0003,-0.0068,-0.0166,-0.0161,-0.0074,-0.008
p51125,0.0059,0.025,0.01,0.0083,0.0099,0.0052
p51127,0.0118,0.0574,0.037,0.0322,0.0272,0.019
p51131,0.0216,0.116,0.0775,0.0694,0.0559,0.0427
p51133,0.017,0.0884,0.0586,0.0519,0.0426,0.0309
p51135,0.0082,0.037,0.02,0.0176,0.0164,0.0104
p51137,0.0107,0.0438,0.0272,0.0228,0.0212,0.0125
p51139,0.0103,0.0449,0.0274,0.0231,0.0214,0.0131
p51141,0.0018,-0.0069,-0.0152,-0.014,-0.0059,-0.0074
p51143,0.0026,-0.0011,-0.0114,-0.011,-0.0037,-0.0054
p51145,0.0094,0.0432,0.0256,0.022,0.0198,0.0128
p51147,0.0065,0.0282,0.0128,0.0108,0.0115,0.0068
p51149,0.0108,0.0526,0.033,0.029,0.0248,0.017
p51153,0.0109,0.036,0.0231,0.0187,0.018,0.0081
p51155,0.0012,-0.0044,-0.0136,-0.0128,-0.0054,-0.0066
p51157,0.011,0.0452,0.0282,0.0236,0.022,0.013
p51159,0.016,0.0763,0.05,0.044,0.037,0.0255
p51161,0.0,-0.0096,-0.0196,-0.0196,-0.0096,-0.0096
p51163,0.0029,0.0085,-0.0038,-0.0045,0.0008,-0.0014
p51165,0.0089,0.0401,0.0232,0.0198,0.0186,0.0116
p51167,0.0039,0.0001,-0.0074,-0.0051,0.001,-0.002
p51169,0.0056,-0.0025,-0.0091,-0.0066,0.001,-0.0033
p51171,0.0107,0.0475,0.0294,0.0247,0.0227,0.0142
p51173,0.0023,-0.0001,-0.0079,-0.0061,-0.0009,-0.0029
p51175,0.0104,0.0523,0.0322,0.0286,0.024,0.0169
p51177,0.011,0.0444,0.0283,0.0235,0.0215,0.0124
p51179,0.011,0.0397,0.0253,0.0207,0.0193,0.0099
p51181,0.0113,0.0578,0.0365,0.0325,0.027,0.019
p51183,0.0104,0.0511,0.0316,0.028,0.0238,0.0166
p51185,0.0018,0.0021,-0.0059,-0.0048,0.0002,-0.0017
p51187,0.011,0.0462,0.0292,0.0246,0.0226,0.0134
p51191,0.0045,-0.003,-0.0097,-0.0069,-0.0002,-0.0035
p51193,0.0138,0.0633,0.0413,0.0358,0.0307,0.02
p51195,0.0053,0.0,-0.0071,-0.0051,0.0021,-0.0017
p51197,0.0015,-0.0021,-0.0104,-0.0093,-0.0032,-0.0047
p51199,0.017,0.0875,0.0575,0.0515,0.042,0.031
p51510,0.01,0.031,0.0196,0.0159,0.0155,0.0055
p51520,0.0045,-0.003,-0.0097,-0.0069,-0.0002,-0.0035
p51530,0.0029,0.0085,-0.0038,-0.0045,0.0008,-0.0014
p51540,0.0085,0.0364,0.0204,0.0171,0.0167,0.0099
p51550,0.0141,0.0741,0.0486,0.0436,0.035,0.0261
p51570,0.0101,0.0471,0.0288,0.025,0.0221,0.0144
p51580,0.001,-0.0011,-0.0112,-0.0117,-0.0044,-0.0052
p51590,0.004,0.0,-0.01,-0.009,-0.002,-0.005
p51595,0.0093,0.0443,0.0263,0.0231,0.0201,0.0139
p51600,0.01,0.031,0.0196,0.0159,0.0155,0.0055
p51610,0.01,0.031,0.0196,0.0159,0.0155,0.0055
p51620,0.0104,0.0523,0.0322,0.0286,0.024,0.0169
p51630,0.011,0.0397,0.0253,0.0207,0.0193,0.0099
p51640,0.0023,-0.0057,-0.0134,-0.0121,-0.0046,-0.0064
p51650,0.015,0.079,0.052,0.046,0.037,0.028
p51660,0.0089,0.0401,0.0232,0.0198,0.0186,0.0116
p51670,0.0101,0.0471,0.0288,0.025,0.0221,0.0144
p51678,0.0029,0.0085,-0.0038,-0.0045,0.0008,-0.0014
p51680,0.0029,0.0071,-0.005,-0.0057,-0.0001,-0.0022
p51683,0.0109,0.036,0.0231,0.0187,0.018,0.0081
p51685,0.0109,0.036,0.0231,0.0187,0.018,0.0081
p51690,0.002,-0.005,-0.0147,-0.0138,-0.0055,-0.007
p51700,0.0143,0.0747,0.049,0.0437,0.0353,0.0263
p51710,0.015,0.0797,0.0527,0.047,0.0377,0.0283
p51720,0.0053,0.0,-0.0071,-0.0051,0.0021,-0.0017
p51730,0.01,0.05,0.031,0.027,0.023,0.016
p51735,0.02,0.107,0.071,0.063,0.051,0.039
p51740,0.015,0.078,0.051,0.046,0.037,0.027
p51750,0.0012,-0.0044,-0.0136,-0.0128,-0.0054,-0.0066
p51760,0.011,0.049,0.031,0.027,0.023,0.015
p51770,0.0,-0.0096,-0.0196,-0.0196,-0.0096,-0.0096
p51775,0.0,-0.0096,-0.0196,-0.0196,-0.0096,-0.0096
p51790,0.0064,0.028,0.013,0.0108,0.0119,0.0069
p51800,0.0118,0.0609,0.0388,0.0346,0.0286,0.0205
p51810,0.018,0.0945,0.0623,0.056,0.045,0.034
p51820,0.0064,0.028,0.013,0.0108,0.0119,0.0069
p51830,0.0125,0.062,0.04,0.0353,0.0293,0.0205
p51840,0.0112,0.0496,0.0313,0.0266,0.0244,0.015
p53001,0.0365,0.0889,0.0556,0.0471,0.0514,0.0302
p53003,0.0336,0.0803,0.0488,0.0419,0.0471,0.0274
p53005,0.048,0.1213,0.0813,0.0751,0.0708,0.0467
p53007,0.0634,0.1642,0.1196,0.1113,0.0944,0.0675
p53009,0.0721,0.1903,0.141,0.1326,0.109,0.0798
p53011,0.0602,0.1513,0.1015,0.1008,0.0904,0.0605
p53013,0.0359,0.087,0.0539,0.0469,0.0508,0.0302
p53015,0.0622,0.1587,0.109,0.1067,0.0938,0.0641
p53017,0.0491,0.1243,0.0853,0.0773,0.0718,0.0477
p53019,0.0368,0.0902,0.0568,0.0482,0.0519,0.0308
p53021,0.042,0.1041,0.0679,0.0607,0.0606,0.038
p53023,0.034,0.0814,0.0496,0.0418,0.0473,0.0272
p53025,0.0459,0.1153,0.0775,0.0697,0.0667,0.0433
p53027,0.0707,0.1859,0.1363,0.1289,0.107,0.0776
p53029,0.077,0.2021,0.1526,0.1431,0.1153,0.0862
p53031,0.0742,0.1954,0.1459,0.1371,0.112,0.0825
p53033,0.0772,0.2022,0.1529,0.1434,0.1157,0.0861
p53035,0.0792,0.2079,0.1581,0.1482,0.119,0.0891
p53037,0.0636,0.1644,0.1192,0.1115,0.0948,0.0675
p53039,0.0578,0.1481,0.1016,0.0975,0.0868,0.0592
p53041,0.0671,0.1743,0.125,0.1195,0.1012,0.072
p53043,0.0339,0.0813,0.0494,0.0402,0.0467,0.026
p53045,0.0757,0.1989,0.1492,0.1403,0.114,0.0843
p53047,0.0497,0.1265,0.0875,0.0793,0.0728,0.0489
p53049,0.0658,0.1713,0.1216,0.1166,0.0997,0.0703
p53051,0.0318,0.0758,0.0453,0.0365,0.0437,0.0238
p53053,0.0748,0.1957,0.1464,0.1377,0.1123,0.0827
p53055,0.073,0.1927,0.1438,0.135,0.1103,0.081
p53057,0.0713,0.1864,0.1389,0.1299,0.1069,0.0783
p53059,0.0617,0.1575,0.1081,0.1056,0.093,0.0636
p53061,0.0749,0.196,0.1475,0.1382,0.1123,0.0831
p53063,0.0301,0.0708,0.0407,0.0308,0.0405,0.0204
p53065,0.0328,0.0783,0.0472,0.0381,0.0449,0.0248
p53067,0.0729,0.1905,0.1409,0.1332,0.1097,0.08
p53069,0.0636,0.1634,0.1138,0.1104,0.0958,0.0666
p53071,0.0393,0.0968,0.0618,0.055,0.0565,0.035
p53073,0.0674,0.1759,0.1298,0.1212,0.101,0.0732
p53075,0.0324,0.0771,0.0459,0.0371,0.0445,0.0243
p53077,0.0597,0.1535,0.1083,0.1023,0.0892,0.0621
p54001,0.0061,0.0354,0.0197,0.0169,0.0166,0.0114
p54003,0.0123,0.0546,0.0347,0.0294,0.027,0.0171
p54005,0.0002,0.0168,0.0073,0.0073,0.0083,0.0077
p54007,0.0012,0.015,0.005,0.0047,0.0069,0.0054
p54009,0.006,0.032,0.018,0.0147,0.0163,0.0097
p54011,0.001,0.016,0.0068,0.0068,0.0082,0.0072
p54013,0.0013,0.0163,0.0067,0.0063,0.0082,0.0068
p54015,0.0006,0.0164,0.0066,0.0066,0.008,0.0073
p54017,0.0028,0.0222,0.0105,0.0092,0.0107,0.0075
p54019,0.0008,0.0129,0.0032,0.0034,0.0056,0.0048
p54021,0.0015,0.0162,0.0062,0.0057,0.0077,0.0058
p54023,0.0096,0.0476,0.0288,0.0244,0.0224,0.015
p54025,0.001,0.0054,-0.0047,-0.0049,0.0001,-0.001
p54027,0.0114,0.0526,0.0332,0.0282,0.0255,0.0166
p54029,0.006,0.035,0.02,0.016,0.018,0.01
p54031,0.0103,0.0485,0.0297,0.0252,0.0231,0.0149
p54033,0.0037,0.0272,0.0141,0.0121,0.0127,0.0089
p54035,0.0008,0.0179,0.0081,0.0078,0.0089,0.008
p54037,0.0118,0.049,0.0314,0.0262,0.0244,0.0146
p54039,0.0,0.0192,0.0093,0.0093,0.0096,0.0094
p54041,0.0023,0.0197,0.0084,0.0074,0.0089,0.0063
p54043,0.0004,0.0168,0.0073,0.0075,0.0084,0.008
p54045,0.001,0.014,0.0048,0.005,0.0068,0.0059
p54047,0.0015,0.0062,-0.0024,-0.0016,0.0024,0.0009
p54049,0.0045,0.0305,0.0165,0.0142,0.0143,0.01
p54051,0.0048,0.0328,0.0188,0.0158,0.0158,0.011
p54053,0.001,0.0169,0.0073,0.0073,0.0085,0.0075
p54055,0.001,0.0034,-0.0054,-0.0053,0.0,-0.0012
p54057,0.0111,0.0534,0.0331,0.0285,0.0256,0.0173
p54059,0.0018,0.0104,0.0018,0.0024,0.0053,0.0039
p54061,0.0066,0.0386,0.0224,0.0194,0.0183,0.0126
p54063,0.0009,-0.002,-0.0117,-0.0118,-0.0043,-0.0052
p54065,0.012,0.056,0.0355,0.0305,0.0275,0.018
p54067,0.0008,0.0128,0.0032,0.0031,0.0058,0.0047
p54069,0.005,0.03,0.016,0.013,0.015,0.009
p54071,0.0079,0.0365,0.0201,0.0173,0.0167,0.0109
p54073,0.003,0.0193,0.0083,0.0073,0.01,0.0063
p54075,0.0022,0.0129,0.0017,0.0008,0.0042,0.0021
p54077,0.0094,0.0487,0.0295,0.0255,0.0229,0.0162
p54079,0.0,0.0183,0.0083,0.0083,0.0092,0.0088
p54081,0.0009,0.0109,0.0015,0.0016,0.0043,0.0037
p54083,0.0041,0.0239,0.0109,0.0093,0.0104,0.0068
p54085,0.0024,0.0184,0.008,0.007,0.0092,0.0067
p54087,0.0005,0.0175,0.0077,0.0077,0.0086,0.008
p54089,0.001,0.0035,-0.006,-0.0058,-0.0003,-0.0015
p54091,0.0058,0.0345,0.0195,0.0168,0.016,0.0113
p54093,0.0086,0.0437,0.0257,0.0219,0.0204,0.014
p54095,0.0035,0.0223,0.0105,0.009,0.011,0.0068
p54097,0.0026,0.0199,0.0083,0.0071,0.0089,0.0059
p54099,0.0016,0.0128,0.0039,0.0043,0.0068,0.0055
p54101,0.0015,0.0151,0.0044,0.0038,0.0062,0.0044
p54103,0.004,0.0297,0.0163,0.014,0.0144,0.0099
p54105,0.0018,0.018,0.008,0.007,0.009,0.007
p54107,0.0023,0.0177,0.0077,0.007,0.009,0.0066
p54109,0.001,0.0101,0.001,0.0014,0.0042,0.0031
p55001,0.0067,0.0953,0.0633,0.0559,0.0404,0.0364
p55003,0.007,0.0957,0.0657,0.058,0.0403,0.0372
p55005,0.0086,0.1042,0.0748,0.0662,0.0432,0.0419
p55007,0.0069,0.0938,0.0641,0.0567,0.039,0.0364
p55009,-0.0095,0.0902,0.07,0.06,0.0303,0.04
p55011,0.0083,0.0903,0.0619,0.0547,0.0375,0.0351
p55013,0.0087,0.1049,0.0754,0.0668,0.0436,0.0422
p55015,-0.0051,0.0941,0.0703,0.0606,0.0349,0.04
p55017,0.0082,0.0971,0.0675,0.0597,0.0406,0.0382
p55019,0.0066,0.0908,0.0613,0.0539,0.0378,0.035
p55021,0.0118,0.1076,0.0695,0.0619,0.0484,0.0402
p55023,0.0098,0.0613,0.0329,0.0291,0.026,0.0195
p55025,0.018,0.1145,0.0704,0.0635,0.0539,0.041
p55027,0.0128,0.1195,0.0782,0.0695,0.0543,0.0453
p55029,-0.0033,0.0918,0.0675,0.0585,0.0348,0.0386
p55031,0.0076,0.0966,0.067,0.0595,0.0401,0.0378
p55033,0.009,0.1035,0.0742,0.0657,0.0432,0.0416
p55035,0.0081,0.0935,0.0638,0.0565,0.0389,0.0364
p55037,0.0017,0.094,0.0666,0.058,0.0379,0.038
p55039,0.0038,0.1047,0.0727,0.0637,0.0437,0.0419
p55041,0.0011,0.0941,0.0669,0.0583,0.0376,0.0381
p55043,0.0114,0.064,0.0334,0.03,0.0278,0.0197
p55045,0.0205,0.1124,0.0665,0.0603,0.0535,0.0388
p55047,0.0056,0.1033,0.0704,0.0619,0.0434,0.0404
p55049,0.0149,0.0893,0.0523,0.0471,0.041,0.0304
p55051,0.0065,0.0953,0.0654,0.0579,0.04,0.037
p55053,0.0083,0.0871,0.0572,0.0506,0.0367,0.0327
p55055,0.0219,0.1422,0.0895,0.0804,0.0686,0.052
p55057,0.0078,0.0881,0.0566,0.0501,0.0374,0.0326
p55059,0.045,0.2325,0.1453,0.132,0.1185,0.0855
p55061,-0.0079,0.0909,0.0696,0.0598,0.0319,0.0397
p55063,0.0092,0.0782,0.0487,0.043,0.0331,0.0281
p55065,0.0157,0.0857,0.0478,0.0437,0.0395,0.0278
p55067,-0.0002,0.0938,0.0674,0.0588,0.0367,0.0386
p55069,0.0034,0.0947,0.0661,0.0578,0.0386,0.0375
p55071,-0.0051,0.0934,0.0696,0.0602,0.0342,0.0398
p55073,0.0025,0.0943,0.066,0.0578,0.0378,0.0377
p55075,-0.0028,0.0926,0.0679,0.0588,0.0351,0.0388
p55077,0.0066,0.1006,0.0675,0.0596,0.0429,0.0388
p55078,-0.0041,0.0926,0.0686,0.0593,0.0341,0.0391
p55079,0.0275,0.1667,0.1055,0.0952,0.0827,0.0618
p55081,0.0088,0.0825,0.0519,0.0459,0.035,0.0301
p55083,-0.006,0.0918,0.069,0.0596,0.0329,0.0396
p55085,0.0036,0.0949,0.0663,0.058,0.0388,0.0376
p55087,-0.0077,0.0916,0.0699,0.06,0.0319,0.04
p55089,0.0145,0.1265,0.0828,0.0738,0.059,0.048
p55091,0.009,0.101,0.072,0.0637,0.0417,0.0403
p55093,0.0095,0.1106,0.081,0.0721,0.046,0.0452
p55095,0.0091,0.1105,0.0808,0.0719,0.0459,0.0451
p55097,0.0019,0.0951,0.0669,0.0584,0.0382,0.0382
p55099,0.006,0.0954,0.0659,0.058,0.0398,0.0371
p55101,0.0366,0.2015,0.1265,0.1145,0.1016,0.0741
p55103,0.011,0.0797,0.0469,0.0418,0.0348,0.0275
p55105,0.0265,0.1451,0.0887,0.0806,0.0712,0.0519
p55107,0.0077,0.098,0.0683,0.0603,0.0408,0.0387
p55109,0.0096,0.1133,0.0836,0.0743,0.0473,0.0466
p55111,0.0128,0.0951,0.0586,0.0526,0.0427,0.0341
p55113,0.0074,0.0972,0.0675,0.0597,0.0405,0.0382
p55115,-0.0052,0.0925,0.069,0.0595,0.0337,0.0395
p55117,0.0039,0.1048,0.0726,0.0637,0.0441,0.0419
p55119,0.0063,0.0949,0.0652,0.0575,0.0394,0.0371
p55121,0.0083,0.086,0.0571,0.0505,0.0361,0.0326
p55123,0.0097,0.0729,0.0431,0.0382,0.0313,0.0251
p55125,0.0049,0.095,0.0655,0.0576,0.0395,0.0375
p55127,0.0338,0.1863,0.1162,0.1051,0.0929,0.0679
p55129,0.0081,0.1003,0.0708,0.0627,0.0417,0.0398
p55131,0.0138,0.125,0.0818,0.0732,0.0578,0.0475
p55133,0.0244,0.1559,0.0988,0.089,0.0761,0.0577
p55135,-0.0033,0.0938,0.0687,0.0597,0.0352,0.0393
p55137,0.0024,0.0973,0.068,0.0593,0.0395,0.039
p55139,-0.0021,0.0965,0.07,0.0607,0.0367,0.04
p55141,0.0052,0.0926,0.0629,0.0552,0.0381,0.036
p56001,-0.009,-0.0098,-0.011,-0.011,-0.0097,-0.0013
p56003,-0.0032,-0.0003,-0.006,-0.007,-0.0009,0.0
p56005,-0.0123,-0.0055,-0.0085,-0.0085,-0.0069,-0.0005
p56007,-0.0051,-0.0074,-0.0104,-0.0104,-0.0066,-0.0016
p56009,-0.0106,-0.0077,-0.0099,-0.0099,-0.0081,-0.001
p56011,-0.0159,-0.0054,-0.0077,-0.0077,-0.0075,0.0004
p56013,0.0012,-0.0014,-0.0075,-0.0078,0.0005,-0.0004
p56015,-0.0105,-0.0095,-0.011,-0.011,-0.01,-0.001
p56017,-0.0007,-0.0005,-0.0065,-0.007,0.0001,0.0
p56019,-0.0083,-0.004,-0.008,-0.0081,-0.005,-0.0006
p56021,-0.01,-0.01,-0.0102,-0.0102,-0.01,-0.0004
p56023,0.0189,0.0068,-0.0038,-0.0044,0.0144,0.0026
p56025,-0.0063,-0.0057,-0.0093,-0.0093,-0.0054,-0.001
p56027,-0.0137,-0.0086,-0.0101,-0.0101,-0.009,-0.001
p56029,0.0012,0.0014,-0.0058,-0.0066,0.0021,-0.0003
p56031,-0.01,-0.0095,-0.0107,-0.0107,-0.0097,-0.001
p56033,-0.0071,-0.0012,-0.0062,-0.0067,-0.0029,-0.0001
p56035,0.0101,0.0035,-0.0052,-0.0057,0.0077,0.0012
p56037,0.0087,0.001,-0.0067,-0.007,0.0053,0.0008
p56039,0.0065,0.004,-0.0046,-0.0054,0.0059,0.0007
p56041,0.024,0.004,-0.0065,-0.0068,0.017,0.0017
p56043,-0.0037,-0.0014,-0.0068,-0.0072,-0.0018,0.0
p56045,-0.0161,-0.0076,-0.0093,-0.0093,-0.0086,-0.0002
